square_footage,bedrooms,bathrooms,lot_size,year_built,house_age,neighborhood_quality,distance_to_city_center,garage_spaces,has_pool,has_garden,school_rating,crime_rate,renovated,condition,property_type,price
1954,3,2.0,13615,1958,66,Medium,4.22,2,0,1,4.0,4.07,0,Excellent,Single Family,341600
1152,4,3.5,7002,2002,22,Medium,37.51,2,0,1,8.0,0.24,0,Excellent,Condo,185600
1544,3,,8485,2009,15,Medium,5.11,0,0,0,10.0,2.51,1,Fair,Single Family,206400
2033,6,4.0,4199,1995,29,High,6.46,1,0,0,4.0,1.68,0,Fair,Townhouse,359100
1398,5,4.0,4961,2003,21,Medium,6.04,0,0,0,3.0,0.05,0,Excellent,Single Family,295000
1731,4,2.0,8342,2023,1,Low,3.11,1,0,0,3.0,0.81,1,Good,Townhouse,231400
2704,4,3.5,11864,1986,38,Medium,0.62,2,1,1,5.0,1.01,1,Fair,Townhouse,388000
1596,5,4.0,7103,1972,52,Premium,18.08,2,0,0,3.0,0.36,0,Good,Townhouse,384000
2585,2,2.0,7174,1976,48,Medium,12.98,2,0,1,8.0,3.0,0,Excellent,Condo,394700
1209,4,3.5,6576,2019,5,High,1.2,2,0,0,5.0,0.83,1,Fair,Townhouse,298700
2371,2,1.5,6128,2015,9,Medium,12.0,1,0,0,7.0,0.98,1,Excellent,Single Family,362000
3009,4,3.0,9032,2010,14,Low,7.86,1,0,1,8.0,6.86,1,Fair,Single Family,267900
500,3,1.5,2760,2000,24,Medium,4.21,0,1,1,5.0,1.89,1,Excellent,Townhouse,147700
1442,5,3.5,12483,1999,25,High,2.34,2,1,1,8.0,1.49,1,Good,Single Family,399000
2404,5,4.5,5671,1968,56,Medium,15.71,2,0,1,3.0,3.86,1,Good,Single Family,322500
1858,2,2.5,10527,1950,74,Premium,9.64,1,0,1,7.0,7.21,1,Good,Single Family,431500
2260,3,2.0,3555,1989,35,Medium,6.35,1,0,0,8.0,0.08,0,Excellent,Single Family,388800
1577,6,4.5,10341,1981,43,Low,7.52,2,0,1,7.0,1.78,0,Excellent,Townhouse,223300
2061,3,1.5,10352,1971,53,Premium,0.76,2,0,1,2.0,2.83,0,Good,Condo,472600
1891,5,4.5,9345,2015,9,Medium,5.14,2,1,0,8.0,1.15,0,Good,Single Family,331900
2817,4,3.5,4520,1989,35,High,1.72,1,0,1,6.0,4.44,1,Good,Townhouse,552500
2178,3,3.5,8873,1987,37,High,1.87,1,0,0,10.0,10.67,1,Good,Single Family,424400
2236,3,1.5,3859,1997,27,Medium,8.66,3,0,0,3.0,8.62,1,Excellent,Townhouse,351900
1712,3,2.0,7115,2004,20,High,19.38,2,0,1,4.0,0.93,1,Poor,Single Family,221200
1659,4,3.0,11603,2004,20,Low,4.14,1,0,1,7.0,0.77,0,Fair,Condo,194900
1697,3,2.5,10788,2000,24,Medium,1.86,2,0,1,3.0,9.47,1,Good,Single Family,297500
2276,4,3.0,8053,2009,15,Low,8.37,2,0,0,1.0,1.84,0,Fair,Single Family,222400
1705,3,,4588,1957,67,High,16.4,1,0,1,6.0,0.7,0,Excellent,Townhouse,352400
2203,4,3.5,10260,2017,7,Medium,11.04,1,0,1,3.0,3.68,0,Good,Single Family,312300
3453,5,4.0,8068,2021,3,High,16.25,1,0,0,10.0,1.0,1,Good,Multi-Family,635900
2610,6,4.0,1000,1958,66,Premium,6.15,0,0,1,6.0,0.93,0,Excellent,Condo,739500
1772,3,3.0,10739,1951,73,Medium,11.15,2,1,1,10.0,6.34,1,Good,Single Family,245800
2841,5,4.5,7915,2019,5,Medium,1.21,1,0,1,3.0,0.53,0,Good,Condo,480700
1714,4,3.0,12209,2008,16,Medium,3.43,2,0,0,6.0,0.2,0,Poor,Single Family,208500
573,4,3.0,4167,1968,56,Medium,3.95,3,0,0,4.0,0.94,0,Good,Single Family,137200
1294,6,5.0,1000,1977,47,Medium,5.73,0,0,1,4.0,2.8,0,Fair,Multi-Family,171500
690,3,1.5,8977,2021,3,High,21.17,1,0,1,10.0,0.39,1,Good,Single Family,243000
1754,2,1.5,9020,1963,61,Premium,16.59,2,0,1,10.0,1.91,0,Good,Condo,388300
2013,5,2.5,2083,1973,51,Premium,1.16,2,0,0,2.0,2.96,1,Good,Single Family,503600
3174,3,3.0,4575,1993,31,Premium,1.52,2,0,1,4.0,5.67,1,Good,Condo,724600
2229,5,3.0,17643,2005,19,Premium,3.54,1,0,1,4.0,0.78,1,Fair,Single Family,570200
1847,5,4.5,6930,2000,24,Medium,2.75,1,0,0,7.0,5.1,0,Excellent,Single Family,361100
2581,2,1.5,10558,1981,43,High,7.63,2,0,1,5.0,0.8,1,Fair,Multi-Family,378900
500,5,3.5,5723,1999,25,Premium,18.65,3,0,1,8.0,3.39,0,Excellent,Single Family,280400
2165,3,2.0,1000,1990,34,Medium,26.22,1,0,0,7.0,1.69,0,Good,Condo,247700
2540,4,3.0,7404,2015,9,Premium,8.48,3,0,0,10.0,0.37,0,Good,Condo,648600
965,4,4.0,7070,1974,50,Medium,14.57,1,0,1,9.0,3.76,1,Good,Condo,152600
2801,5,2.5,6600,2010,14,High,5.96,3,0,1,8.0,0.74,0,Excellent,Condo,661200
2237,1,1.5,7599,2015,9,High,1.87,2,1,1,9.0,0.58,0,Fair,Single Family,379100
1709,3,2.5,8925,1991,33,Premium,5.95,1,1,0,1.0,1.33,0,Good,Single Family,451500
2443,4,2.5,7475,2014,10,Medium,6.48,2,0,0,10.0,3.18,0,Excellent,Multi-Family,430900
3589,4,2.5,3576,1985,39,High,10.85,1,0,1,3.0,0.8,0,Excellent,Townhouse,703300
2127,4,4.0,9702,1958,66,Medium,1.99,1,0,1,5.0,0.61,1,Good,Single Family,337100
2174,2,1.0,1177,1985,39,Medium,3.67,0,0,0,9.0,0.03,0,Excellent,Single Family,349900
1678,3,1.5,1000,1987,37,High,3.62,0,0,1,8.0,1.91,1,Good,Townhouse,351700
1405,3,3.0,10587,1982,42,High,25.64,1,0,0,10.0,1.68,0,Fair,Multi-Family,216400
2581,5,4.0,9775,1991,33,High,4.7,2,0,0,,0.8,1,Good,Multi-Family,510400
1401,3,1.5,7799,2010,14,Medium,11.26,2,0,0,2.0,0.17,0,Good,Townhouse,216100
2050,3,2.5,3116,1995,29,Medium,11.12,0,0,0,6.0,1.68,0,Good,Single Family,244400
1666,6,4.0,5522,2010,14,High,2.47,2,0,1,4.0,4.66,0,Excellent,Multi-Family,438000
2335,1,1.5,7080,1967,57,Medium,6.79,2,0,1,5.0,3.77,0,Good,Townhouse,265600
2234,6,5.0,2414,2019,5,Low,17.98,3,0,1,5.0,5.92,1,Poor,Single Family,192500
2726,4,3.5,5413,1964,60,Premium,5.16,2,0,1,4.0,0.03,0,Excellent,Single Family,750200
1643,5,4.0,10283,1997,27,Medium,23.22,1,0,1,4.0,10.18,1,Fair,Single Family,193600
1811,3,3.5,12996,2021,3,High,1.93,1,0,1,4.0,1.25,1,Excellent,Condo,469900
1315,1,1.0,6532,1962,62,Medium,0.62,2,0,1,2.0,13.94,0,Excellent,Single Family,177300
1689,4,2.5,10648,1992,32,Medium,17.76,0,0,1,1.0,0.87,0,Excellent,Single Family,268500
2264,5,4.0,1301,2009,15,Medium,15.05,0,0,1,2.0,1.91,0,Excellent,Single Family,369200
2530,4,4.5,10308,2006,18,Medium,39.24,0,0,1,7.0,1.31,0,Fair,Single Family,231500
1354,2,1.0,5186,2020,4,Medium,9.1,1,0,0,1.0,1.32,0,Good,Single Family,172700
2609,4,3.0,9076,1966,58,Medium,22.08,1,0,1,6.0,5.54,1,Fair,Townhouse,307300
2949,4,3.0,7133,1999,25,Medium,14.03,1,0,1,4.0,4.12,0,Fair,Single Family,346200
2289,4,3.0,12621,1981,43,Low,14.89,0,0,1,2.0,14.54,0,Good,Multi-Family,194900
3314,4,2.5,4939,1971,53,Medium,6.74,2,0,0,3.0,2.85,0,Poor,Townhouse,293600
1458,5,4.5,10197,2004,20,Low,3.85,2,0,1,7.0,1.87,0,Excellent,Multi-Family,287800
1129,4,4.5,7022,2006,18,Low,21.81,1,1,1,6.0,0.28,1,Excellent,Condo,170000
755,2,1.5,7446,1962,62,Premium,4.53,0,0,0,6.0,17.02,1,Good,Single Family,138000
3047,3,1.5,7357,1996,28,High,6.19,0,0,1,8.0,2.41,1,Good,Single Family,532500
2458,2,1.0,5040,2011,13,High,4.73,1,0,0,8.0,3.62,1,Good,Single Family,446100
1961,3,2.5,7951,2003,21,Medium,6.66,1,0,0,6.0,1.57,0,Excellent,Multi-Family,330200
2196,3,3.0,7781,1978,46,Premium,5.09,1,0,1,1.0,2.38,0,Good,Single Family,522300
1212,2,2.0,8844,1971,53,High,0.5,2,0,1,10.0,8.57,0,Fair,Condo,235500
3712,3,2.0,8296,2014,10,High,17.1,2,0,1,7.0,0.55,1,Good,Townhouse,594300
2090,2,1.0,10793,1978,46,Medium,4.7,1,0,1,8.0,1.04,1,Good,Multi-Family,300800
2077,5,3.0,11232,1997,27,Premium,7.11,1,0,0,5.0,0.49,0,Excellent,Townhouse,639100
2508,5,4.5,4323,1954,70,High,1.2,2,1,0,4.0,4.71,0,Fair,Condo,443400
2337,2,2.0,11041,1984,40,Premium,0.5,2,0,0,7.0,0.19,0,Fair,Single Family,513700
2157,6,3.5,3848,2023,1,Low,2.25,2,0,0,6.0,0.26,1,Excellent,Condo,311600
1447,4,4.0,10057,2020,4,Medium,9.76,2,1,1,6.0,1.06,0,Excellent,Single Family,343100
2330,3,2.5,10169,1995,29,Medium,0.84,1,1,1,3.0,2.17,1,Excellent,Townhouse,437200
3317,2,2.5,1310,1984,40,Medium,19.17,1,0,0,10.0,1.56,0,Good,Single Family,355500
2942,4,2.0,8325,1994,30,Premium,1.94,2,0,0,4.0,0.14,0,Good,Single Family,743000
3115,4,2.0,6360,1962,62,Low,1.83,0,0,1,5.0,9.47,1,Good,Multi-Family,321500
1642,4,3.0,5344,1959,65,Low,1.6,3,0,0,9.0,9.16,0,Fair,Single Family,170400
1307,2,2.0,12728,2015,9,Medium,0.5,2,1,1,8.0,0.98,1,Good,Townhouse,271100
1912,2,2.5,5712,2019,5,Low,11.82,2,0,1,3.0,3.94,1,Poor,Townhouse,135600
2039,3,2.5,5178,2021,3,Medium,16.64,0,0,0,6.0,2.59,0,Good,Townhouse,260100
2766,3,2.0,8265,1974,50,High,7.62,2,1,0,10.0,0.81,1,Excellent,Single Family,627800
815,3,1.5,10400,1993,31,High,1.67,1,0,1,1.0,0.91,0,Good,Single Family,183700
3071,3,3.0,7504,2009,15,Low,2.69,0,0,0,3.0,2.03,0,Excellent,Townhouse,372800
1889,5,3.0,12082,1996,28,Medium,5.17,1,1,0,10.0,1.63,1,Fair,Townhouse,293500
1701,5,4.5,9858,1989,35,Medium,24.69,2,0,0,7.0,1.03,0,Good,Single Family,253600
1292,3,2.0,1000,1956,68,Low,2.27,2,0,1,7.0,4.94,0,Good,Single Family,142300
842,5,4.5,6147,1995,29,High,10.52,1,0,1,2.0,1.97,1,Excellent,Single Family,261200
2576,3,2.5,6034,1972,52,High,4.63,0,0,0,3.0,3.19,0,Good,Multi-Family,426800
2051,3,2.0,9678,1995,29,High,2.83,2,0,1,7.0,0.63,1,Excellent,Single Family,527200
1097,3,2.0,1000,1962,62,High,4.87,2,0,1,6.0,2.29,1,Poor,Single Family,122100
1093,4,3.0,16922,1970,54,Low,0.59,2,1,1,7.0,1.15,0,Excellent,Condo,232300
1765,6,5.0,9859,1950,74,Premium,12.82,2,0,0,10.0,2.24,0,Fair,Single Family,405400
3168,4,3.0,8521,1968,56,High,2.23,1,0,1,9.0,4.55,0,Excellent,Multi-Family,690500
1818,3,2.0,12135,2009,15,Premium,10.34,2,0,1,8.0,4.39,0,Good,Single Family,423800
948,4,3.0,16203,1982,42,Low,0.57,1,0,0,,1.31,1,Excellent,Single Family,205200
1828,2,1.5,11048,1953,71,Premium,24.83,3,0,0,4.0,3.56,1,Good,Single Family,360000
1809,5,2.5,11321,1952,72,High,1.72,2,0,0,10.0,8.51,0,Fair,Single Family,324100
500,4,3.5,8457,2001,23,High,17.15,1,0,0,9.0,2.95,0,Excellent,Single Family,205400
1962,3,1.5,7505,1977,47,Low,13.26,1,0,0,7.0,0.48,1,Fair,Single Family,143200
1838,4,2.5,6335,2019,5,High,27.5,2,1,1,5.0,3.42,0,Fair,Single Family,287500
2487,4,2.0,5109,2019,5,Premium,5.2,1,0,1,2.0,0.33,1,Excellent,Townhouse,746700
3294,2,1.0,5595,2004,20,High,10.4,1,0,0,,6.17,1,Fair,Single Family,477500
2789,4,2.0,3273,2006,18,High,3.71,2,0,1,7.0,2.18,0,Fair,Multi-Family,448200
1812,3,2.0,7734,1965,59,Premium,1.63,1,1,1,9.0,1.46,0,Good,Condo,501600
1225,4,4.0,2104,1973,51,Medium,4.68,2,0,1,9.0,0.18,1,Excellent,Single Family,278800
3801,5,3.5,8668,2018,6,High,1.45,0,0,1,10.0,1.44,0,Fair,Single Family,656400
2041,5,4.0,7873,1990,34,Medium,32.16,2,0,0,5.0,7.01,0,Good,Single Family,269400
2010,4,3.0,8514,1996,28,Premium,0.81,0,0,1,7.0,0.06,1,Good,Single Family,564400
1983,4,3.0,6173,2018,6,Low,7.12,0,0,1,5.0,1.93,1,Excellent,Single Family,280400
2139,2,1.5,18769,1980,44,Medium,7.88,2,0,1,3.0,8.03,0,Excellent,Single Family,337000
1899,4,2.5,12760,1979,45,High,6.18,2,0,1,10.0,1.51,0,Excellent,Condo,493700
1598,3,3.0,3644,1967,57,High,8.68,1,1,0,8.0,1.68,0,Good,Condo,323700
1617,3,3.5,8815,1993,31,High,0.99,1,0,0,8.0,2.59,0,Good,Single Family,349500
1977,3,1.0,5872,1976,48,Premium,6.48,2,0,1,9.0,1.86,0,Fair,Single Family,434700
1620,2,1.0,4449,1975,49,Premium,2.71,2,0,1,6.0,0.55,0,Good,Townhouse,398000
1501,4,3.0,3310,2009,15,Low,22.53,3,0,1,2.0,0.06,0,Excellent,Single Family,188100
2075,2,1.0,9513,1967,57,Medium,11.49,3,0,0,3.0,2.82,0,Good,Townhouse,243300
1822,4,3.5,5615,2005,19,Low,28.75,2,0,1,10.0,7.61,0,Poor,Condo,129500
3053,3,2.0,11387,1980,44,Medium,0.5,1,0,1,6.0,0.34,0,Good,Multi-Family,426500
500,1,2.0,11478,2008,16,Medium,2.69,1,0,1,1.0,0.71,0,Good,Single Family,122700
2764,4,3.5,12809,1951,73,Premium,1.74,2,0,0,2.0,1.39,0,Good,Multi-Family,649700
2872,1,1.0,5017,1988,36,High,0.5,0,0,0,8.0,4.96,1,Good,Condo,503300
549,3,3.0,9664,2010,14,Low,2.22,1,0,1,8.0,0.94,0,Good,Condo,111700
1760,4,3.5,10214,2012,12,Low,9.08,0,0,1,6.0,6.41,0,Fair,Single Family,182700
1740,2,1.0,6340,1967,57,High,2.1,0,0,1,3.0,0.17,1,Excellent,Single Family,378000
1015,5,3.5,5299,1966,58,Medium,5.69,1,0,1,2.0,8.49,0,Good,Multi-Family,146400
1456,1,1.0,13633,1988,36,Medium,17.5,1,0,1,6.0,2.47,1,Fair,Condo,200400
1223,3,3.0,8796,2020,4,Premium,9.47,2,1,0,1.0,3.23,0,Good,Single Family,338900
3227,4,3.0,10226,2003,21,Premium,4.02,1,1,0,10.0,1.38,0,Excellent,Single Family,999100
2655,3,1.5,5123,1984,40,Medium,3.73,1,1,0,6.0,4.57,0,Excellent,Single Family,407600
2890,2,1.0,3733,1960,64,Premium,4.87,0,0,0,9.0,0.55,0,Good,Condo,613800
2505,3,2.0,6007,2010,14,Medium,1.56,2,0,1,7.0,0.15,0,Poor,Condo,291100
1210,3,2.0,7566,1993,31,High,8.04,1,0,1,9.0,1.51,0,Poor,Single Family,182800
1633,5,5.0,4275,2017,7,Medium,3.62,2,0,0,2.0,5.77,0,Fair,Single Family,237800
2343,3,1.5,7966,1974,50,Low,15.3,3,0,1,5.0,4.22,1,Good,Single Family,257600
1145,4,,2090,1997,27,Premium,11.3,0,1,1,9.0,2.18,0,Good,Single Family,349100
2499,5,4.5,4080,1981,43,Medium,7.54,1,0,1,7.0,2.55,0,Good,Single Family,364600
1832,3,3.5,10348,1953,71,High,3.62,1,0,0,9.0,0.42,0,Good,Single Family,380800
1738,5,3.5,10113,1987,37,Medium,1.89,3,0,1,6.0,5.51,0,Poor,Single Family,185400
2498,3,2.5,6628,2012,12,Low,11.97,2,1,0,7.0,4.64,1,Fair,Multi-Family,227500
2311,6,5.0,4438,1996,28,Low,5.33,2,0,1,10.0,3.21,0,Good,Condo,284600
1747,2,1.5,4404,1950,74,Medium,2.04,1,0,1,5.0,1.88,0,Fair,Multi-Family,176100
2812,4,3.0,6694,1952,72,High,1.74,3,1,0,6.0,10.01,1,Fair,Single Family,492800
1243,3,2.5,10256,2011,13,Medium,1.45,0,0,1,1.0,6.34,1,Good,Townhouse,223000
2431,3,1.0,11249,2013,11,High,12.01,0,0,1,1.0,3.1,0,Excellent,Condo,489200
2415,4,3.5,6262,1966,58,High,2.08,2,0,1,2.0,1.39,0,Excellent,Single Family,561100
1783,4,3.0,3963,2011,13,High,5.98,3,0,1,4.0,2.89,0,Excellent,Single Family,446900
2228,1,1.0,8937,1984,40,Medium,4.81,0,0,0,9.0,2.57,0,Good,Condo,293000
1124,2,2.5,5118,1962,62,Premium,6.93,0,0,0,7.0,1.5,0,Good,Multi-Family,247000
2647,4,2.5,6186,1984,40,Medium,16.77,0,1,1,6.0,1.1,0,Fair,Single Family,289200
1871,4,3.0,12638,1992,32,Medium,16.18,0,0,0,1.0,1.57,1,Excellent,Single Family,300000
1634,6,5.5,10895,1951,73,Low,4.8,1,0,1,5.0,2.56,0,Fair,Condo,195800
2734,4,2.5,8553,2005,19,Medium,0.5,3,0,0,4.0,1.68,0,Fair,Multi-Family,362200
1507,6,4.0,3548,2000,24,Low,4.45,2,0,0,5.0,0.92,0,Fair,Condo,146700
1014,4,3.0,8740,2003,21,High,7.46,2,0,1,9.0,4.29,0,Excellent,Single Family,334100
910,3,3.0,11719,1965,59,Medium,6.53,2,0,0,3.0,2.27,0,Excellent,Single Family,214700
2424,2,1.5,6685,1967,57,Medium,8.43,2,0,1,4.0,0.21,0,Excellent,Single Family,397700
1104,4,2.0,12729,1956,68,High,1.34,2,0,1,8.0,1.38,0,Good,Townhouse,257400
3228,4,2.5,12525,1994,30,Medium,8.32,2,0,1,3.0,6.49,0,Good,Townhouse,431800
543,1,1.0,13823,1985,39,Medium,1.61,1,0,1,3.0,4.22,0,Excellent,Condo,105900
3188,3,2.0,9068,1990,34,Low,11.11,2,0,0,9.0,1.17,0,Good,Single Family,348100
2148,6,5.0,10056,1991,33,High,3.31,2,0,1,5.0,8.35,0,Excellent,Multi-Family,543300
1932,4,3.5,12950,1956,68,Low,9.9,2,0,1,10.0,0.24,0,Good,Condo,221700
1619,3,1.0,9566,1964,60,Medium,0.5,3,0,1,1.0,9.75,0,Good,Multi-Family,213200
2279,3,3.0,6246,2009,15,Medium,4.19,1,0,1,7.0,0.85,0,Excellent,Condo,415000
1974,3,2.5,6430,1989,35,High,9.77,2,0,1,7.0,0.03,1,Fair,Townhouse,349500
2772,3,3.0,8835,1986,38,High,2.06,0,1,1,6.0,1.71,1,Excellent,Townhouse,623800
2080,3,2.5,3483,2015,9,High,12.69,2,0,1,6.0,1.33,0,Good,Single Family,400100
2105,2,2.0,7499,2004,20,Low,7.97,1,0,0,3.0,2.32,1,Excellent,Multi-Family,268500
1745,4,3.5,11838,2005,19,Medium,7.09,0,0,0,3.0,4.78,0,Good,Single Family,288200
1960,3,3.0,1000,1993,31,Medium,3.49,1,0,1,10.0,5.54,1,Good,Townhouse,332200
2215,5,4.0,13371,2006,18,Low,5.27,2,0,0,9.0,1.54,0,Good,Multi-Family,276400
803,5,3.5,11928,1955,69,Medium,7.28,0,0,0,1.0,1.69,0,Good,Single Family,161000
1056,3,3.5,6391,1981,43,Medium,5.12,3,0,0,7.0,0.48,0,Good,Condo,1120200
2520,4,3.5,9902,2023,1,Medium,9.59,0,0,1,10.0,0.15,0,Excellent,Condo,446600
2120,3,2.5,8011,1967,57,High,4.55,3,0,0,7.0,3.08,1,Good,Townhouse,443000
1871,5,3.0,12305,2017,7,Medium,1.81,2,0,1,8.0,0.2,0,Fair,Townhouse,287900
2013,3,1.5,11439,2022,2,High,1.93,1,1,0,6.0,3.97,0,Excellent,Condo,511600
2243,4,3.0,3100,1956,68,Medium,0.5,1,1,1,8.0,2.32,0,Fair,Townhouse,286800
1622,4,3.0,10055,1957,67,Medium,2.86,2,0,1,1.0,0.66,0,Good,Single Family,237200
1455,3,2.0,7280,2013,11,Medium,11.06,2,0,1,1.0,2.33,0,Fair,Single Family,177200
2137,2,1.5,8290,1956,68,Low,12.65,2,0,0,9.0,0.61,0,Excellent,Single Family,275900
1315,4,4.0,5451,1990,34,Low,1.81,1,0,1,4.0,1.73,0,Fair,Condo,159500
2286,4,3.5,14118,1989,35,Medium,25.56,1,1,1,3.0,4.82,1,Fair,Single Family,282300
808,3,1.5,11640,1952,72,Premium,5.58,3,0,1,6.0,1.86,0,Excellent,Condo,282600
2720,4,3.0,5411,1966,58,High,19.91,1,0,1,10.0,0.48,0,Excellent,Single Family,531700
2331,3,2.0,3329,2015,9,Low,9.81,1,0,1,9.0,3.86,0,Fair,Townhouse,204800
2179,4,3.0,6650,2001,23,High,10.25,1,0,1,10.0,0.62,1,Excellent,Single Family,534800
2688,2,1.5,9521,1971,53,High,0.71,2,0,1,4.0,4.02,0,Excellent,Condo,612200
3166,5,3.5,8841,1953,71,High,1.99,2,0,1,9.0,1.96,0,Fair,Condo,488100
2710,3,1.5,12386,1955,69,High,0.5,1,0,1,5.0,1.81,1,Excellent,Multi-Family,616800
711,3,2.0,10765,1987,37,Medium,10.07,0,0,1,7.0,5.72,0,Good,Condo,173500
1104,2,1.0,11393,1975,49,Medium,3.38,0,0,1,3.0,3.7,0,Good,Townhouse,152400
1563,2,1.0,9144,1960,64,Medium,12.36,1,0,0,3.0,0.1,0,Good,Multi-Family,197900
2018,4,4.0,3137,1966,58,Medium,3.31,1,0,1,3.0,1.05,1,Good,Condo,313500
2362,3,3.0,7315,1980,44,Medium,13.69,3,0,1,8.0,6.14,1,Poor,Single Family,189400
1492,5,3.5,11710,1984,40,High,1.12,1,0,1,6.0,0.06,1,Excellent,Townhouse,454800
2131,1,1.0,7820,1965,59,Premium,1.52,1,1,0,9.0,2.36,0,Poor,Condo,349100
1471,3,1.5,9761,1967,57,Premium,3.33,2,1,1,9.0,3.9,0,Good,Single Family,466100
1572,3,3.5,6884,2011,13,Premium,4.2,1,1,1,8.0,2.92,0,Fair,Condo,412200
1015,1,2.0,4396,1976,48,High,3.43,2,0,0,1.0,4.29,1,Excellent,Townhouse,212300
1354,2,1.5,7568,1984,40,Premium,11.54,0,1,1,6.0,3.88,1,Good,Multi-Family,369400
1054,3,3.0,9082,1994,30,Low,0.82,1,0,0,4.0,3.53,0,Good,Multi-Family,148900
1317,3,2.5,5705,1984,40,Medium,3.46,3,1,1,4.0,5.17,0,Good,Single Family,239600
2738,3,1.5,7175,1977,47,Medium,14.52,2,0,1,3.0,3.11,0,Excellent,Single Family,429200
1335,4,3.0,4712,1958,66,High,0.55,1,1,0,9.0,1.54,0,Good,Single Family,303100
3843,4,3.0,11917,1964,60,Medium,22.83,2,0,0,2.0,1.92,0,Excellent,Single Family,545300
2345,1,1.0,6969,1970,54,High,34.33,3,0,1,1.0,3.78,0,Fair,Townhouse,292800
2129,3,2.0,13085,2001,23,Low,0.74,1,0,0,10.0,6.27,0,Fair,Single Family,208000
1399,6,4.5,13351,1984,40,Medium,2.75,2,0,1,3.0,0.95,0,Good,Condo,259300
2490,4,3.0,7716,2000,24,High,3.73,3,0,1,4.0,1.26,1,Excellent,Condo,600500
1597,4,3.0,4470,2004,20,Low,11.98,1,0,1,4.0,8.01,1,Fair,Townhouse,151100
2085,3,1.5,1000,1993,31,Medium,7.25,2,0,0,6.0,2.59,1,Poor,Single Family,233700
3792,4,2.5,2848,2014,10,Medium,8.27,2,0,1,1.0,0.59,1,Fair,Single Family,417400
1933,4,2.0,3192,1974,50,Medium,11.33,2,0,1,1.0,3.27,0,Good,Single Family,250400
2804,4,3.5,12825,1996,28,High,1.0,1,0,0,2.0,14.05,0,Good,Single Family,488800
1508,6,3.0,8405,2005,19,Medium,14.33,1,0,0,4.0,5.2,1,Excellent,Multi-Family,294200
1976,2,2.0,9364,1987,37,High,9.78,2,0,0,7.0,4.11,0,Fair,Townhouse,348200
3240,1,1.5,1000,1960,64,Low,6.89,1,0,1,6.0,0.7,0,Fair,Single Family,286600
1561,4,3.0,3807,2016,8,High,17.64,1,0,0,9.0,6.27,0,Good,Townhouse,301300
3269,5,2.0,11105,1964,60,Medium,9.64,1,0,0,7.0,2.24,1,Good,Single Family,450700
2495,2,1.5,9004,1950,74,High,1.8,0,0,1,5.0,6.6,0,Good,Townhouse,420900
1606,3,2.0,7485,1956,68,High,4.49,3,0,1,6.0,1.2,0,Fair,Single Family,274400
2443,1,1.0,9977,1950,74,Medium,5.45,1,0,1,10.0,0.19,0,Excellent,Townhouse,424900
2681,3,2.0,13725,1998,26,Premium,0.5,3,0,1,9.0,1.94,1,Good,Single Family,761500
2435,4,4.0,7226,2022,2,High,24.74,0,1,0,1.0,0.94,0,Good,Single Family,400200
901,4,3.5,8243,1978,46,Medium,1.1,2,0,1,9.0,3.77,0,Good,Single Family,192700
1491,3,1.5,8674,1975,49,Low,9.56,1,0,0,6.0,9.45,0,Fair,Single Family,128900
1827,3,1.5,16372,1994,30,Premium,5.65,2,0,1,4.0,3.52,1,Excellent,Condo,603100
1948,1,1.0,1000,2020,4,High,0.5,2,0,1,5.0,6.54,1,Excellent,Single Family,432100
2434,3,2.0,10391,1961,63,Medium,20.7,0,0,0,1.0,1.81,0,Good,Condo,290300
2124,4,3.5,7598,1981,43,Medium,15.28,3,0,1,7.0,4.43,0,Good,Condo,305400
1065,6,4.0,9984,1969,55,High,5.94,1,0,1,8.0,5.56,1,Fair,Condo,239500
2266,5,4.0,5699,2000,24,High,2.08,2,0,0,5.0,3.72,0,Good,Townhouse,436500
2427,1,2.0,7829,1985,39,High,1.04,3,0,1,2.0,2.13,1,Good,Single Family,463900
2392,5,4.0,10490,2016,8,Medium,3.61,2,0,1,,2.95,0,Excellent,Condo,450600
2757,4,3.0,18895,1950,74,High,2.36,3,1,1,10.0,3.62,0,Fair,Multi-Family,501700
2584,4,3.0,10828,1976,48,Medium,5.65,1,0,1,7.0,0.88,1,Poor,Condo,262700
2321,3,2.0,5032,1989,35,Medium,27.15,0,0,1,10.0,4.98,0,Fair,Condo,213500
1951,3,3.0,6517,1963,61,High,6.84,1,1,0,9.0,9.01,0,Fair,Condo,326300
837,3,2.0,6413,2018,6,Premium,17.65,2,0,0,4.0,1.88,0,Good,Single Family,241100
2301,2,1.5,1715,1955,69,Medium,8.42,2,0,1,9.0,3.62,1,Fair,Condo,254400
2145,3,2.5,6845,1982,42,Medium,5.16,1,0,0,4.0,4.01,0,Excellent,Multi-Family,386400
2190,3,,10565,2004,20,High,15.43,2,0,1,3.0,3.26,0,Fair,Single Family,285300
1106,3,1.5,3540,1968,56,Medium,5.1,1,0,0,3.0,2.38,1,Good,Townhouse,149900
1243,4,3.0,11670,1978,46,High,16.24,1,0,0,10.0,6.4,0,Good,Single Family,1505400
2737,3,2.0,9707,2010,14,High,2.76,2,0,0,2.0,1.79,0,Excellent,Single Family,573200
1972,2,2.0,5430,2019,5,Low,1.1,1,0,1,10.0,0.19,0,Excellent,Townhouse,323900
2477,6,4.0,7505,1973,51,Premium,15.47,2,0,1,3.0,5.58,1,Excellent,Townhouse,730700
